Canara Robeco Banking and PSU Debt Fund- Regular Plan- IDCW (Payout/ Reinvestment)	10.3642
DSP Banking & PSU Debt Fund - Direct Plan - Growth	21.5515
DSP Banking & PSU Debt Fund - Direct Plan - IDCW	10.5539
DSP Banking & PSU Debt Fund - Direct Plan - IDCW - Daily Reinvest	10.1402
DSP Banking & PSU Debt Fund - Direct Plan - IDCW - Monthly	10.2139
DSP Banking & PSU Debt Fund - Direct Plan - IDCW - Quarterly 	10.1625
DSP Banking & PSU Debt Fund - Direct Plan - IDCW - Weekly	10.1403
DSP Banking & PSU Debt Fund - Regular Plan - Growth	20.9092
DSP Banking & PSU Debt Fund - Regular Plan - IDCW	10.5380
DSP Banking & PSU Debt Fund - Regular Plan - IDCW - Daily Reinvest	10.1390
DSP Banking & PSU Debt Fund - Regular Plan - IDCW - Monthly	10.2052
DSP Banking & PSU Debt Fund - Regular Plan - IDCW - Quarterly 	10.1597
DSP Banking & PSU Debt Fund - Regular Plan - IDCW - Weekly	10.1390
Edelweiss Banking and PSU Debt Fund - Direct Plan - Growth Option	22.0856
Edelweiss Banking and PSU Debt Fund - Direct Plan - IDCW Option	18.2764
Edelweiss Banking and PSU Debt Fund - Direct Plan Fortnightly - IDCW Option	14.5051
Edelweiss Banking and PSU Debt Fund - Direct Plan Monthly - IDCW Option	10.8912
Edelweiss Banking and PSU Debt Fund - Direct Plan weekly - IDCW Option	10.5336
Edelweiss Banking and PSU Debt Fund - Regular Plan - Growth Option	21.4256
Edelweiss Banking and PSU Debt Fund - Regular Plan - IDCW Option	17.6364
Edelweiss Banking and PSU Debt Fund - Regular Plan Fortnightly - IDCW Option	14.1225
Edelweiss Banking and PSU Debt Fund - Regular Plan Monthly - IDCW Option	11.1332
Edelweiss Banking and PSU Debt Fund - Regular Plan Weekly - IDCW Option	10.1274
Franklin India Banking & PSU Debt Fund - Direct - Growth	20.4627
Franklin India Banking & PSU Debt Fund - Growth	19.6966
Franklin India Banking and PSU Debt Fund - Direct - IDCW 	10.9379
Franklin India Banking and PSU Debt Fund - IDCW 	10.3871
HDFC Banking and PSU Debt Fund - Growth Option	20.118
HDFC Banking and PSU Debt Fund - Growth Option - Direct Plan	20.811
HDFC Banking and PSU Debt Fund - IDCW Option	10.1459
HDFC Banking and PSU Debt Fund - IDCW Option - Direct Plan	10.0366
HSBC Banking and PSU Debt Fund - Direct Daily IDCW	11.1907
HSBC Banking and PSU Debt Fund - Direct Growth	22.3175
HSBC Banking and PSU Debt Fund - Direct Monthly IDCW	11.2602
HSBC Banking and PSU Debt Fund - Direct Weekly IDCW	10.3484
HSBC Banking and PSU Debt Fund - Regular Daily IDCW	11.116
HSBC Banking and PSU Debt Fund - Regular Growth	21.3237
HSBC Banking and PSU Debt Fund - Regular Monthly IDCW	10.6894
HSBC Banking and PSU Debt Fund - Regular Weekly IDCW	10.3207
ICICI Prudential Banking and PSU Debt Fund -  Daily IDCW	10.0549
ICICI Prudential Banking and PSU Debt Fund -  Weekly IDCW	10.2427
ICICI Prudential Banking and PSU Debt Fund - Bonus	15.8889
ICICI Prudential Banking and PSU Debt Fund - Direct Plan -  Daily IDCW	10.2538
ICICI Prudential Banking and PSU Debt Fund - Direct Plan -  Growth	29.7219
ICICI Prudential Banking and PSU Debt Fund - Direct Plan -  Quarterly IDCW	12.6364
ICICI Prudential Banking and PSU Debt Fund - Direct Plan -  Weekly IDCW	10.3708
ICICI Prudential Banking and PSU Debt Fund - Direct Plan Bonus	13.8665
ICICI Prudential Banking and PSU Debt Fund - Direct Plan Half Yearly IDCW Option	13.1098
ICICI Prudential Banking and PSU Debt Fund - Growth	28.6726
ICICI Prudential Banking and PSU Debt Fund - Quarterly IDCW	10.7103
ICICI Prudential Banking and PSU Debt Fund Half Yearly IDCW Option	12.9261
ICICI Prudential Banking and PSU Debt Fund Retail Daily Dividend	10.0122
ICICI Prudential Banking and PSU Debt Fund Retail Growth	21.631
ICICI Prudential Banking and PSU Debt Fund Retail Weekly Dividend	10.3305
Invesco India Banking & PSU Debt Fund - Daily IDCW (Reinvestment)	1009.6068
Invesco India Banking & PSU Debt Fund - Direct Plan -  Growth Option	2100.3209
Invesco India Banking & PSU Debt Fund - Direct Plan - Daily IDCW (Reinvestment)	1030.6031
Invesco India Banking & PSU Debt Fund - Direct Plan - Monthly IDCW (Payout / Reinvestment)	1010.341
Invesco India Banking & PSU Debt Fund - Growth Option	1971.8535
Invesco India Banking & PSU Debt Fund - Monthly IDCW (Payout / Reinvestment)	1030.2689
ITI Banking & PSU Debt Fund - Direct Plan - Growth Option	11.6553
ITI Banking & PSU Debt Fund - Direct Plan - IDCW Option	11.6553
ITI Banking & PSU Debt Fund - Regular Plan - Growth Option	11.4647
ITI Banking & PSU Debt Fund - Regular Plan - IDCW Option	11.4647
Kotak Banking and PSU Debt - Annual Dividend	16.1842
Kotak Banking and PSU Debt - Daily Dividend Reinvestment	10.188
Kotak Banking and PSU Debt - Direct Daily Dividend Reinvestment	10.2604
Kotak Banking and PSU Debt - Growth	57.0218
Kotak Banking and PSU Debt - Monthly Payout of Income Distribution cum capital withdrawal option	10.7131
Kotak Banking and PSU Debt Direct - Annual Dividend	17.1427
Kotak Banking and PSU Debt Direct - Growth	59.0249
Kotak Banking and PSU Debt Direct - Monthly Payout of Income Distribution cum capital withdrawal option	10.252
LIC MF Banking & PSU Debt Fund-Direct Plan-Daily IDCW	13.1596
LIC MF Banking & PSU Debt Fund-Direct Plan-Growth	32.5237
LIC MF Banking & PSU Debt Fund-Direct Plan-Monthly IDCW	12.2488
LIC MF Banking & PSU Debt Fund-Direct Plan-Weekly IDCW	10.0565
LIC MF Banking & PSU Debt Fund-Regular Plan-Daily IDCW	10.8846
LIC MF Banking & PSU Debt Fund-Regular Plan-Growth	30.4128
LIC MF Banking & PSU Debt Fund-Regular Plan-Monthly IDCW	11.3824
LIC MF Banking & PSU Debt Fund-Regular Plan-Weekly IDCW	10.0525
Mirae Asset Banking and PSU Debt Fund Direct Growth	11.5117
Mirae Asset Banking and PSU Debt Fund Direct IDCW	11.5110
Mirae Asset Banking and PSU Debt Fund Regular Growth Plan	11.3473
Mirae Asset Banking and PSU Debt Fund Regular IDCW	11.3483
Nippon India Banking  & PSU Debt Fund- Direct Plan-Growth Plan- Bonus Option	18.6824
Nippon India Banking  & PSU Debt Fund- Direct Plan-Growth Plan- Growth Option	18.6821
Nippon India Banking  & PSU Debt Fund- Growth Plan- Bonus Option	12.3452
Nippon India Banking  & PSU Debt Fund- Growth Plan- Growth Option	18.1218
NIPPON INDIA BANKING & PSU DEBT FUND - Direct Plan - IDCW Option	18.6821
NIPPON INDIA BANKING & PSU DEBT FUND - Direct Plan - MONTHLY IDCW Option	10.6549
NIPPON INDIA BANKING & PSU DEBT FUND - Direct Plan - QUARTERLY IDCW Option	10.6677
NIPPON INDIA BANKING & PSU DEBT FUND - Direct Plan - WEEKLY IDCW Option	10.2746
NIPPON INDIA BANKING & PSU DEBT FUND - IDCW Option	18.1218
NIPPON INDIA BANKING & PSU DEBT FUND - MONTHLY IDCW Option	10.5914
NIPPON INDIA BANKING & PSU DEBT FUND - QUARTERLY IDCW Option	10.6158
NIPPON INDIA BANKING & PSU DEBT FUND - WEEKLY IDCW Option	10.2749
SBI Banking & PSU Fund - Direct Plan - Daily Income Distribution cum Capital Withdrawal Option (IDCW)	1268.6306
SBI BANKING & PSU FUND - Direct Plan - Growth	2880.1565
SBI Banking & PSU Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW)	1230.8906
SBI Banking & PSU Fund - Direct Plan - Weekly Income Distribution cum Capital Withdrawal Option (IDCW)	1265.8113
SBI BANKING & PSU FUND - Regular Paln - Growth	2730.8486
SBI Banking & PSU Fund - Regular Plan - Daily Income Distribution cum Capital Withdrawal Option (IDCW)	1245.8892
SBI Banking & PSU Fund - Regular Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW)	1168.9172
SBI Banking & PSU Fund - Regular Plan - Weekly Income Distribution cum Capital Withdrawal Option (IDCW)	1245.6257
Sundaram Banking & PSU Debt Fund - Direct Growth	11.7065
Sundaram Banking & PSU Debt Fund - Direct Monthly Dividend	11.4008
Sundaram Banking & PSU Debt Fund - Direct Quarterly Dividend	10.6356
Sundaram Banking & PSU Debt Fund - Regular Annual Bonus	11.6319
Sundaram Banking & PSU Debt Fund - Regular Growth	11.6493
Sundaram Banking & PSU Debt Fund - Regular Monthly Dividend	11.1411
Sundaram Banking & PSU Debt Fund - Regular Quarterly Bonus	11.1681
Sundaram Banking & PSU Debt Fund - Regular Weekly Dividend	10.1418
Sundaram Banking & PSU Debt Fund Regular Quarterly Dividend	11.0236
Sundaram Banking and PSU Debt Fund Direct Plan - Bonus	19.0171
Sundaram Banking and PSU Debt Fund Direct Plan - Daily Reinvestment of Income Distribution cum Capital Withdrawal (IDCW)	10.2300
Sundaram Banking and PSU Debt Fund Direct Plan - Growth	38.0138
Sundaram Banking and PSU Debt Fund Direct Plan - Monthly Income Distribution cum Capital Withdrawal (IDCW)	11.5102
Sundaram Banking and PSU Debt Fund Regular Plan - Bonus	18.9452
Sundaram Banking and PSU Debt Fund Regular Plan - Daily Reinvestment of Income Distribution cum Capital Withdrawal (IDCW)	10.3550
Sundaram Banking and PSU Debt Fund Regular Plan - Growth	37.5695
Sundaram Banking and PSU Debt Fund Regular Plan - Monthly Income Distribution cum Capital Withdrawal (IDCW)	11.5628
Sundaram Banking and PSU Debt Fund Regular Plan - Weekly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW)	12.1007
Sundaram Banking and PSU Debt Fund Retail Plan - Growth	33.8581
Sundaram Banking and PSU Debt Fund Retail Plan - Monthly Income Distribution cum Capital Withdrawal (IDCW)	11.4678
SundaramBanking&PSUDebtFund-RegularDailyDividendReinvestment	11.6582
Tata Banking & PSU Debt Fund  Direct Plan - Payout of Income Distribution cum capital withdrawal option 	12.8298
Tata Banking & PSU Debt Fund  Direct Plan - Reinvestment of Income Distribution cum capital withdrawal option 	12.8298
Tata Banking & PSU Debt Fund Regular Plan - Payout of Income Distribution cum capital withdrawal option 	12.5738
Tata Banking & PSU Debt Fund Regular Plan - Reinvestment of Income Distribution cum capital withdrawal option 	12.5738
Tata Banking & PSU Debt Fund-Direct Plan-Growth	12.8298
Tata Banking & PSU Debt Fund-Regular Plan-Growth	12.5738
TRUSTMF BANKING & PSU DEBT FUND - DIRECT GROWTH	1133.9914
TRUSTMF BANKING & PSU DEBT FUND - REGULAR GROWTH	1118.6406
TRUSTMF BANKING & PSU DEBT FUND DIRECT PLAN ANNUAL INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL OPTION	1061.8826
TRUSTMF BANKING & PSU DEBT FUND DIRECT PLAN DAILY INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL	1137.4166
TRUSTMF BANKING & PSU DEBT FUND DIRECT PLAN MONTHLY INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL OPTION	1048.8047
TRUSTMF BANKING & PSU DEBT FUND DIRECT PLAN QUARTERLY INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL	1066.9434
TRUSTMF BANKING & PSU DEBT FUND DIRECT PLAN WEEKLY INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL	1037.5996
TRUSTMF BANKING & PSU DEBT FUND REGULAR PLAN ANNUAL INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL	1046.9328
TRUSTMF BANKING & PSU DEBT FUND REGULAR PLAN DAILY INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL	1119.3701
TRUSTMF BANKING & PSU DEBT FUND REGULAR PLAN MONTHLY INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL	1039.5306
TRUSTMF BANKING & PSU DEBT FUND REGULAR PLAN QUARTERLY INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL	1053.1876
TRUSTMF BANKING & PSU DEBT FUND REGULAR PLAN WEEKLY INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL	1030.7525
UTI Banking & PSU Fund - Direct Plan - Annual IDCW	12.3876
UTI Banking & PSU Fund - Direct Plan - Flexi IDCW	16.7397
UTI Banking & PSU Fund - Direct Plan - Growth Option	19.4258
UTI Banking & PSU Fund - Direct Plan - Half-Yearly IDCW	12.8905
UTI Banking & PSU Fund - Direct Plan - Monthly IDCW	12.6607
UTI Banking & PSU Fund - Direct Plan - Quarterly IDCW	14.4583
UTI Banking & PSU Fund - Regular Plan - Annual IDCW	12.2266
UTI Banking & PSU Fund - Regular Plan - Flexi IDCW	12.8621
UTI Banking & PSU Fund - Regular Plan - Half-Yearly IDCW	12.8084
UTI Banking & PSU Fund - Regular Plan - Monthly IDCW	12.5179
UTI Banking & PSU Fund - Regular Plan - Quarterly IDCW	13.1622
UTI Banking & PSU Fund- Regular Plan - Growth Option	19.18
Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan	99.27
Aditya Birla Sun Life Corporate Bond Fund - Growth - Regular Plan	97.9096
Aditya Birla Sun Life Corporate Bond Fund -DIRECT - IDCW	11.3071
Aditya Birla Sun Life Corporate Bond Fund -DIRECT - MONTHLY IDCW	12.3975
Aditya Birla Sun Life Corporate Bond Fund -REGULAR - IDCW	12.7384
Aditya Birla Sun Life Corporate Bond Fund -REGULAR - MONTHLY IDCW	12.2483
Aditya Birla Sun Life Income Fund-Plan A(Dividend)	11.7535
Aditya Birla Sun Life Income Fund-Plan D(54EA Dividend)	10.6457
Aditya Birla Sun Life Income Fund-Plan E(54EA Growth)	35.2986
Aditya Birla Sun Life Income Fund-PLan F(54EB Dividend)	15.5708
Aditya Birla Sun Life Income Fund-Plan G(54EB Growth)	35.0763
Axis Corporate Debt Fund - Direct Plan - Daily IDCW	10.2338
Axis Corporate Debt Fund - Direct Plan - Monthly IDCW	10.2012
Axis Corporate Debt Fund - Direct Plan - Regular IDCW	13.2044
Axis Corporate Debt Fund - Direct Plan - Weekly IDCW	10.3641
Axis Corporate Debt Fund - Direct Plan Growth	15.5614
Axis Corporate Debt Fund - Regular Plan - Daily IDCW	10.2306
Axis Corporate Debt Fund - Regular Plan - Monthly IDCW	10.1935
Axis Corporate Debt Fund - Regular Plan - Regular IDCW	12.5329
Axis Corporate Debt Fund - Regular Plan - Weekly IDCW	10.2461
Axis Corporate Debt Fund - Regular Plan Growth	14.8503
BANDHAN Corporate Bond Fund - Direct Annual IDCW	10.5727
BANDHAN Corporate Bond Fund - Direct Growth	17.2876
BANDHAN Corporate Bond Fund - Direct Half Yearly IDCW	11.3993
BANDHAN Corporate Bond Fund - Direct Monthly IDCW	10.3858
BANDHAN Corporate Bond Fund - Direct Periodic IDCW	11.4693
BANDHAN Corporate Bond Fund - Direct Quarterly IDCW	10.4309
BANDHAN Corporate Bond Fund - Regular Annual IDCW	10.5511
BANDHAN Corporate Bond Fund - Regular Growth	16.8787
BANDHAN Corporate Bond Fund - Regular Half Yearly IDCW	10.8141
BANDHAN Corporate Bond Fund - Regular Monthly IDCW	10.6382
BANDHAN Corporate Bond Fund - Regular Periodic IDCW	11.3784
BANDHAN Corporate Bond Fund - Regular Quarterly IDCW	10.4737
BARODA BNP PARIBAS Corporate Bond Fund - Defunct Plan - Annual-IDCW Option	10.6463
BARODA BNP PARIBAS Corporate Bond Fund - Defunct Plan - Growth Option	27.5171
BARODA BNP PARIBAS Corporate Bond Fund - Defunct Plan - Monthly-IDCW Option	10.1281
BARODA BNP PARIBAS Corporate Bond Fund - Defunct Plan - Quarterly-IDCW Option	10.1413
BARODA BNP PARIBAS Corporate Bond Fund - Direct Plan - Annual IDCW Option	10.8308
BARODA BNP PARIBAS Corporate Bond Fund - Direct Plan - Growth Option	25.1265
BARODA BNP PARIBAS Corporate Bond Fund - Direct Plan - Monthly IDCW Option	10.2250
BARODA BNP PARIBAS Corporate Bond Fund - Direct Plan - Quarterly IDCW Option	10.3108
BARODA BNP PARIBAS CORPORATE BOND FUND - Regular Plan - ANNUAL IDCW OPTION	10.5822
BARODA BNP PARIBAS CORPORATE BOND FUND - Regular Plan - GROWTH OPTION	23.7762
BARODA BNP PARIBAS CORPORATE BOND FUND - Regular Plan - MONTHLY IDCW OPTION	10.1608
BARODA BNP PARIBAS CORPORATE BOND FUND - Regular Plan - QUARTERLY IDCW OPTION	10.1531
CANARA ROBECO CORPORATE BOND FUND - DIRECT PLAN - GROWTH OPTION	20.3497
CANARA ROBECO CORPORATE BOND FUND - DIRECT PLAN - IDCW (Payout/Reinvestment)	12.3178
CANARA ROBECO CORPORATE BOND FUND - REGULAR PLAN - GROWTH OPTION	19.1997
CANARA ROBECO CORPORATE BOND FUND - REGULAR PLAN - IDCW (Payout/Reinvestment)	11.6247
DSP Corporate Bond Fund - Direct - Growth	14.1684
DSP Corporate Bond Fund - Direct - IDCW	11.5688
DSP Corporate Bond Fund - Direct - IDCW - Monthly	10.4440
DSP Corporate Bond Fund - Direct - IDCW - Quarterly 	11.1554
DSP Corporate Bond Fund - Regular - Growth	13.9865
DSP Corporate Bond Fund - Regular - IDCW	11.5322
DSP Corporate Bond Fund - Regular - IDCW - Monthly	10.4237
DSP Corporate Bond Fund - Regular - IDCW - Quarterly 	10.5234
Franklin India Corporate Debt Fund - Direct - Bonus	0.0000
Franklin India Corporate Debt Fund - Direct - GROWTH	92.7808
Franklin India Corporate Debt Fund - Growth	86.4769
Franklin India Corporate Debt Fund - Monthly Bonus	0.0000
Franklin India Corporate Debt Fund - Plan A - Annual - IDCW	16.7301
Franklin India Corporate Debt Fund - Plan A - Direct - Annual - IDCW	18.7512
Franklin India Corporate Debt Fund - Plan A - Direct - Half yearly - IDCW	14.5016
Franklin India Corporate Debt Fund - Plan A - Direct - Monthly - IDCW	16.5067
Franklin India Corporate Debt Fund - Plan A - Direct - Quarterly - IDCW	13.4748
Franklin India Corporate Debt Fund - Plan B - Half yearly - IDCW	12.5633
Franklin India Corporate Debt Fund - Plan B - Monthly - IDCW	14.7847
Franklin India Corporate Debt Fund - Plan B - Quarterly - IDCW	11.9656
HDFC Corporate Bond Fund - Growth Option	28.2913
HDFC Corporate Bond Fund - Growth Option - Direct Plan	28.7911
HDFC Corporate Bond Fund - IDCW Option	17.1267
HDFC Corporate Bond Fund - IDCW Option - Direct Plan	17.6411
HDFC Corporate Bond Fund - Quarterly IDCW Option	10.2928
HDFC Corporate Bond Fund - Quarterly IDCW Option - Direct Plan	10.1307
HSBC Corporate Bond Fund - Direct Annual IDCW	12.1234
HSBC Corporate Bond Fund - Direct Growth	67.3632
HSBC Corporate Bond Fund - Direct Quarterly IDCW	11.291
HSBC Corporate Bond Fund - Direct Semi Annual IDCW	19.7622
HSBC Corporate Bond Fund - Regular Annual IDCW	11.9272
HSBC Corporate Bond Fund - Regular Growth	63.6021
HSBC Corporate Bond Fund - Regular Quarterly IDCW	10.9378
HSBC Corporate Bond Fund - Regular Semi Annual IDCW	16.6062
HSBC Corporate Bond Fund -Regular Plan - Bonus	24.1595
ICICI Prudential Corporate Bond Fund - Bonus	14.9782
ICICI Prudential Corporate Bond Fund - Daily IDCW	10.1065
ICICI Prudential Corporate Bond Fund - Direct Plan - Daily IDCW	10.1008
ICICI Prudential Corporate Bond Fund - Direct Plan - Fortnightly IDCW	12.1669
ICICI Prudential Corporate Bond Fund - Direct Plan - Growth	27.1856
ICICI Prudential Corporate Bond Fund - Direct Plan - Half Yearly IDCW Option	12.8827
ICICI Prudential Corporate Bond Fund - Direct Plan - Monthly IDCW	10.2462
ICICI Prudential Corporate Bond Fund - Direct Plan - Quarterly IDCW	15.0310
ICICI Prudential Corporate Bond Fund - Direct Plan - Weekly IDCW	10.2332
ICICI Prudential Corporate Bond Fund - Fortnightly IDCW	10.2243
ICICI Prudential Corporate Bond Fund - Growth	26.0523
ICICI Prudential Corporate Bond Fund - Half Yearly IDCW Option	12.6555
ICICI Prudential Corporate Bond Fund - Monthly IDCW	10.3999
ICICI Prudential Corporate Bond Fund - Premium Daily Dividend	10.0277
ICICI Prudential Corporate Bond Fund - Premium Monthly Dividend	10.0770
ICICI Prudential Corporate Bond Fund - Weekly IDCW	10.3040
ICICI Prudential Corporate Bond Fund -Quarterly IDCW	10.8745
ICICI Prudential Corporate Bond Fund Retail Daily Dividend	10.0275
ICICI Prudential Corporate Bond Fund Retail Fort Nightly Dividend	10.3041
ICICI Prudential Corporate Bond Fund Retail Growth	22.7853
ICICI Prudential Corporate Bond Fund Retail Monthly Dividend	10.3008
ICICI Prudential Corporate Bond Fund Retail Quarterly Dividend	10.9335
ICICI Prudential Corporate Bond Fund Retail Weekly Dividend	10.2202
Invesco India Corporate Bond Fund - Annual IDCW (Payout / Reinvestment)	1709.1145
Invesco India Corporate Bond Fund - Direct Plan - Annual IDCW (Payout / Reinvestment)	1266.3701
Invesco India Corporate Bond Fund - Direct Plan - Discretionary IDCW (Payout / Reinvestment)	2947.6271
Invesco India Corporate Bond Fund - Direct Plan - Growth	2946.6948
Invesco India Corporate Bond Fund - Direct Plan - Monthly IDCW (Payout / Reinvestment)	1256.833
Invesco India Corporate Bond Fund - Direct Plan - Quarterly IDCW (Payout / Reinvestment)	1194.3891
Invesco India Corporate Bond Fund - Discretionary IDCW (Payout / Reinvestment)	2905.307
Invesco India Corporate Bond Fund - Growth	2767.3675
Invesco India Corporate Bond Fund - Monthly IDCW (Payout / Reinvestment)	1586.1635
Invesco India Corporate Bond Fund - Quarterly IDCW (Payout / Reinvestment)	1143.8897
Kotak Coporate Bond Fund- Retail Plan-Growth Option	2034.9063
Kotak Corporate Bond Fund- Direct Plan- Growth Option	3404.5694
Kotak Corporate Bond Fund- Direct Plan- Monthly Payout of Income Distribution cum capital withdrawal option	1072.8751
Kotak Corporate Bond Fund- Institutional Plan-Growth Option	2090.4924
Kotak Corporate Bond Fund- Regular Plan-Growth Option	3278.9532
Kotak Corporate Bond Fund- Regular Plan-Monthly Dividend Option	1068.1565
Kotak Corporate Bond Fund- Regular Plan-Quarterly Dividend Option	1066.6837
Kotak Corporate Bond Fund- Retail Plan- Monthly Dividend Option	1040.0538
Kotak Corporate Bond Fund- Retail Plan- Weekly Dividend Option	1052.3061
Kotak Corporate Bond Fund- Retail Plan-Daily Dividend Option	1052.6393
Kotak Corporate Bond Fund- Standard Plan-Daily Dividend Option	1052.7994
Kotak Corporate Bond Fund- Standard Plan-Weekly Dividend Option	1202.9939
Mirae Asset Corporate Bond Fund Direct Growth Plan	11.2829
Mirae Asset Corporate Bond Fund Direct IDCW	11.2812
Mirae Asset Corporate Bond Fund Regular Growth	11.1533
Mirae Asset Corporate Bond Fund Regular IDCW	11.1531
NIPPON INDIA CORPORATE BOND FUND - DAILY IDCW Option	17.0926
NIPPON INDIA CORPORATE BOND FUND - DIRECT Plan - DAILY IDCW Option	17.0954
NIPPON INDIA CORPORATE BOND FUND - DIRECT Plan - IDCW Option	17.1809
NIPPON INDIA CORPORATE BOND FUND - DIRECT Plan - MONTHLY IDCW Option	11.6528
NIPPON INDIA CORPORATE BOND FUND - DIRECT Plan - QUARTERLY IDCW Option	11.9051
NIPPON INDIA CORPORATE BOND FUND - DIRECT Plan - WEEKLY IDCW Option	17.0961
Nippon India Corporate Bond Fund - Direct Plan Growth Plan - Bonus	38.7109
Nippon India Corporate Bond Fund - Direct Plan Growth Plan - Growth Option	54.2200
Nippon India Corporate Bond Fund - Growth Plan - Bonus Option	37.1288
Nippon India Corporate Bond Fund - Growth Plan - Growth Option	51.9872
NIPPON INDIA CORPORATE BOND FUND - IDCW Option	16.6553
NIPPON INDIA CORPORATE BOND FUND - MONTHLY IDCW Option	11.5296
NIPPON INDIA CORPORATE BOND FUND - QUARTERLY IDCW Option	11.7612
NIPPON INDIA CORPORATE BOND FUND - WEEKLY IDCW Option	17.0952
PGIM India Corporate Bond Fund - Annual Dividend	10.5985
PGIM India Corporate Bond Fund - Direct Plan - Annual Dividend	16.1189
PGIM India Corporate Bond Fund - Direct Plan - Growth	41.7075
PGIM India Corporate Bond Fund - Direct Plan - Monthly Dividend	15.0104
PGIM India Corporate Bond Fund - Direct Plan - Quarterly Dividend	12.9637
PGIM India Corporate Bond Fund - Growth	37.8913
PGIM India Corporate Bond Fund - Monthly Dividend	12.9759
